token,label,pmi,joint_count,token_count,tokens_with_label,p_token,p_label,p_joint,ngram_type
he was,1,0.14216535036264333,6,13,15213,0.00035738831615120275,0.4182268041237113,0.00016494845360824742,bigram
military occupation,1,0.14216535036264333,6,13,15213,0.00035738831615120275,0.4182268041237113,0.00016494845360824742,bigram
to the,1,0.12639803450432685,21,46,15213,0.0012646048109965636,0.4182268041237113,0.000577319587628866,bigram
a jewish,1,0.12013904403264464,5,11,15213,0.00030240549828178693,0.4182268041237113,0.0001374570446735395,bigram
for the,1,0.08771756634026733,24,54,15213,0.0014845360824742267,0.4182268041237113,0.0006597938144329897,bigram
the idf,1,0.06499748984018376,7,16,15213,0.00043986254295532644,0.4182268041237113,0.00019243986254295533,bigram
the second,1,0.06499748984018376,7,16,15213,0.00043986254295532644,0.4182268041237113,0.00019243986254295533,bigram
and a,1,0.035250146446131475,6,14,15213,0.00038487972508591066,0.4182268041237113,0.00016494845360824742,bigram
going to,1,0.035250146446131475,6,14,15213,0.00038487972508591066,0.4182268041237113,0.00016494845360824742,bigram
the next,1,-0.005391838051214506,5,12,15213,0.00032989690721649484,0.4182268041237113,0.0001374570446735395,bigram
is no,1,-0.005391838051214506,5,12,15213,0.00032989690721649484,0.4182268041237113,0.0001374570446735395,bigram
in the,1,-0.03358872988186645,38,93,15213,0.002556701030927835,0.4182268041237113,0.0010446735395189003,bigram
mike pence,1,-0.06428552710478257,18,45,15213,0.0012371134020618556,0.4182268041237113,0.0004948453608247423,bigram
the gop,1,-0.06428552710478289,6,15,15213,0.0004123711340206186,0.4182268041237113,0.00016494845360824742,bigram
at the,1,-0.06428552710478289,6,15,15213,0.0004123711340206186,0.4182268041237113,0.00016494845360824742,bigram
war crimes,1,-0.08631183343478192,13,33,15213,0.0009072164948453608,0.4182268041237113,0.00035738831615120275,bigram
swing states,1,-0.0902807356377275,11,28,15213,0.0007697594501718213,0.4182268041237113,0.00030240549828178693,bigram
the ukraine,1,-0.09599438683212101,9,23,15213,0.0006323024054982818,0.4182268041237113,0.00024742268041237116,bigram
i dont,1,-0.09599438683212101,9,23,15213,0.0006323024054982818,0.4182268041237113,0.00024742268041237116,bigram
that is,1,-0.12086905547115046,5,13,15213,0.00035738831615120275,0.4182268041237113,0.0001374570446735395,bigram
i am,1,-0.15739493149626432,9,24,15213,0.0006597938144329897,0.4182268041237113,0.00024742268041237116,bigram
joe biden,1,-0.22778425938766234,25,70,15213,0.0019243986254295533,0.4182268041237113,0.0006872852233676976,bigram
border security,1,-0.2411632891888621,23,65,15213,0.0017869415807560138,0.4182268041237113,0.0006323024054982818,bigram
of a,1,-0.24485777274660367,6,17,15213,0.00046735395189003435,0.4182268041237113,0.00016494845360824742,bigram
free palestine,1,-0.24485777274660367,6,17,15213,0.00046735395189003435,0.4182268041237113,0.00016494845360824742,bigram
do you,1,-0.2659193882744336,8,23,15213,0.0006323024054982818,0.4182268041237113,0.00021993127147766322,bigram
and the,1,-0.27841033245763014,10,29,15213,0.0007972508591065292,0.4182268041237113,0.000274914089347079,bigram
russian aggression,1,-0.28292581358012314,11,32,15213,0.0008797250859106529,0.4182268041237113,0.00030240549828178693,bigram
asylum seekers,1,-0.2866779484412309,12,35,15213,0.0009621993127147767,0.4182268041237113,0.00032989690721649484,bigram
in a,1,-0.3273199329385763,9,27,15213,0.0007422680412371134,0.4182268041237113,0.00024742268041237116,bigram
iron dome,1,-0.32731993293857653,13,39,15213,0.0010721649484536082,0.4182268041237113,0.00035738831615120275,bigram
that the,1,-0.32731993293857675,6,18,15213,0.0004948453608247423,0.4182268041237113,0.00016494845360824742,bigram
for a,1,-0.32731993293857675,7,21,15213,0.000577319587628866,0.4182268041237113,0.00019243986254295533,bigram
civilian casualties,1,-0.32731993293857675,7,21,15213,0.000577319587628866,0.4182268041237113,0.00019243986254295533,bigram
the us,1,-0.32731993293857686,8,24,15213,0.0006597938144329897,0.4182268041237113,0.00021993127147766322,bigram
fox news,1,-0.37978735283271214,9,28,15213,0.0007697594501718213,0.4182268041237113,0.00024742268041237116,bigram
the west,1,-0.38621362199214543,8,25,15213,0.0006872852233676976,0.4182268041237113,0.00021993127147766322,bigram
will be,1,-0.38621362199214543,8,25,15213,0.0006872852233676976,0.4182268041237113,0.00021993127147766322,bigram
in gaza,1,-0.4304134259026799,9,29,15213,0.0007972508591065292,0.4182268041237113,0.00024742268041237116,bigram
voter fraud,1,-0.45856446621682945,7,23,15213,0.0006323024054982818,0.4182268041237113,0.00019243986254295533,bigram
from the,1,-0.45856446621682945,7,23,15213,0.0006323024054982818,0.4182268041237113,0.00019243986254295533,bigram
on the,1,-0.5078921785803976,10,34,15213,0.0009347079037800687,0.4182268041237113,0.000274914089347079,bigram
conspiracy theory,1,-0.5903543387723706,5,18,15213,0.0004948453608247423,0.4182268041237113,0.0001374570446735395,bigram
the electoral,1,-0.6003384273449925,8,29,15213,0.0007972508591065292,0.4182268041237113,0.00021993127147766322,bigram
electoral college,1,-0.6048539084674857,11,40,15213,0.001099656357388316,0.4182268041237113,0.00030240549828178693,bigram
fake news,1,-0.6048539084674857,11,40,15213,0.001099656357388316,0.4182268041237113,0.00030240549828178693,bigram
i think,1,-0.6683568507736436,5,19,15213,0.0005223367697594502,0.4182268041237113,0.0001374570446735395,bigram
ukraine invasion,1,-0.7058315561923065,10,39,15213,0.0010721649484536082,0.4182268041237113,0.000274914089347079,bigram
voter registration,1,-0.998697185477206,9,43,15213,0.0011821305841924399,0.4182268041237113,0.00024742268041237116,bigram
nato expansion,1,-1.0053918380512146,5,24,15213,0.0006597938144329897,0.4182268041237113,0.0001374570446735395,bigram
kamala harris,1,-1.0490187704514724,19,94,15213,0.002584192439862543,0.4182268041237113,0.0005223367697594502,bigram
donald trump,1,-1.0943427609609626,19,97,15213,0.0026666666666666666,0.4182268041237113,0.0005223367697594502,bigram
aid to,1,-1.4427971503585124,6,39,15213,0.0010721649484536082,0.4182268041237113,0.00016494845360824742,bigram
to ukraine,1,-1.5903543387723706,5,36,15213,0.0009896907216494846,0.4182268041237113,0.0001374570446735395,bigram
west bank,1,-1.8012511212709892,6,50,15213,0.0013745704467353953,0.4182268041237113,0.00016494845360824742,bigram
military aid,1,-2.1829300236034017,7,76,15213,0.0020893470790378007,0.4182268041237113,0.00019243986254295533,bigram
